transaction_id,item_id,item_name,transaction_date,quantity,price,customer_id
13189,10,Agree,2023-10-25,34,36.82,12
13190,2,Choose,2023-09-08,30,370.04,6
13191,2,Dinner,2023-06-17,23,257.31,6
13192,5,Dinner,2023-05-28,14,59.85,1
13193,10,Dinner,2023-10-17,13,68.71,21
13194,10,Choose,2023-06-29,35,200.1,24
13195,8,Agree,2023-04-27,19,152.58,2
13196,2,Seat,2023-11-26,7,310.36,9
13197,1,Seat,2023-12-08,30,362.59,3
13198,7,Available,2023-11-25,26,102.85,25
13199,1,Strategy,2023-05-28,30,125.54,28
13200,4,Strategy,2023-06-17,13,231.82,10
13201,1,Story,2023-10-06,27,155.17,27
13202,3,Story,2023-08-16,42,193.77,16
13203,9,Maybe,2023-08-05,50,357.29,14
13204,5,Strategy,2023-04-25,22,327.54,7
13205,9,Seat,2023-01-12,3,173.51,6
13206,4,Strategy,2023-05-09,3,462.11,10
13207,9,Seat,2023-03-26,48,270.77,4
13208,8,Skin,2023-12-27,16,219.68,8
13209,8,Clear,2023-05-16,50,350.12,7
13210,6,Clear,2023-08-21,29,468.55,29
13211,2,Choose,2023-11-11,49,422.04,2
13212,4,Seat,2023-06-18,18,311.44,15
13213,6,Story,2023-05-02,19,388.32,15
13214,7,Available,2023-11-05,43,461.32,17
13215,9,Seat,2023-02-23,21,54.76,5
13216,2,Seat,2023-06-11,9,202.07,2
13217,10,Choose,2023-09-21,21,426.24,26
13218,4,Skin,2023-01-09,14,97.69,14
13219,8,Agree,2023-12-26,26,455.97,27
13220,4,Available,2023-04-22,7,468.39,22
13221,3,Available,2023-04-22,22,188.67,23
13222,2,Maybe,2023-06-28,13,301.1,10
13223,2,Skin,2023-08-26,9,21.59,10
13224,6,Choose,2023-11-17,24,305.51,11
13225,9,Skin,2023-06-25,11,158.92,20
13226,8,Agree,2023-09-06,47,460.2,19
13227,7,Maybe,2023-09-14,24,232.33,22
13228,3,Skin,2023-03-12,36,375.86,9
13229,1,Seat,2023-05-13,50,113.67,2
13230,10,Skin,2023-12-22,22,453.51,9
13231,4,Story,2023-10-19,16,123.73,12
13232,8,Clear,2023-06-13,15,485.18,28
13233,10,Dinner,2023-11-13,45,255.83,30
13234,7,Dinner,2023-04-02,42,260.66,17
13235,6,Skin,2023-09-19,9,103.46,17
13236,6,Clear,2023-07-29,16,460.05,20
13237,1,Available,2023-08-22,50,221.94,4
13238,10,Skin,2023-08-05,35,361.28,14
13239,1,Maybe,2023-02-07,34,60.85,28
13240,4,Story,2023-07-09,42,126.68,22
13241,1,Strategy,2023-02-25,49,251.58,15
13242,8,Story,2023-01-29,1,2.92,6
13243,10,Story,2023-07-15,1,470.65,29
13244,7,Clear,2023-10-09,14,394.4,11
13245,7,Skin,2023-06-22,4,258.79,3
13246,4,Story,2023-10-25,6,285.37,4
13247,4,Choose,2023-10-24,34,384.8,22
13248,10,Available,2023-12-09,44,251.23,14
13249,9,Clear,2023-09-06,20,380.53,12
13250,2,Seat,2023-03-15,20,142.99,29
13251,8,Agree,2023-02-25,35,448.46,14
13252,5,Skin,2023-06-27,24,313.86,24
13253,7,Maybe,2023-03-29,48,69.75,13
13254,7,Dinner,2023-04-05,3,35.19,10
13255,8,Seat,2023-02-28,33,414.45,23
13256,10,Seat,2023-09-27,20,329.81,8
13257,2,Strategy,2023-10-18,30,313.01,19
13258,9,Agree,2023-02-23,19,106.16,30
13259,3,Dinner,2023-02-25,25,13.89,12
13260,6,Story,2023-11-09,10,6.02,3
13261,9,Dinner,2023-07-20,1,206.19,2
13262,6,Dinner,2023-09-08,14,25.75,24
13263,3,Strategy,2023-02-24,32,254.81,13
13264,9,Agree,2023-10-24,34,473.11,28
13265,9,Available,2023-04-22,18,455.54,3
13266,5,Strategy,2023-07-30,44,430.22,21
13267,2,Strategy,2023-07-26,25,299.72,4
13268,2,Clear,2023-12-22,2,208.43,10
13269,5,Skin,2023-02-06,14,276.26,30
13270,10,Maybe,2023-12-21,27,466.57,13
13271,3,Choose,2023-03-13,32,83.98,22
13272,1,Clear,2023-03-07,45,180.53,4
13273,2,Agree,2023-06-29,50,446.77,20
13274,7,Strategy,2023-05-15,7,9.21,21
13275,6,Seat,2023-10-18,10,307.88,2
13276,7,Agree,2023-07-08,25,485.44,1
13277,6,Story,2023-10-21,37,360.32,9
13278,2,Seat,2023-04-30,14,27.93,17
13279,7,Choose,2023-08-31,42,19.31,5
13280,4,Dinner,2023-10-09,11,388.54,27
13281,2,Choose,2023-05-02,6,362.15,4
13282,2,Dinner,2023-05-16,30,462.12,15
13283,3,Agree,2023-04-06,48,294.92,30
13284,10,Strategy,2023-05-15,24,385.24,20
13285,10,Choose,2023-04-13,23,436.47,10
13286,5,Dinner,2023-04-04,47,489.66,16
13287,4,Strategy,2023-09-11,31,497.13,5
13288,4,Maybe,2023-03-25,48,372.98,1
13289,4,Agree,2023-12-20,30,124.39,26
13290,7,Clear,2023-02-08,44,229.19,23
13291,6,Story,2023-01-30,35,129.35,26
13292,4,Skin,2023-10-26,30,305.41,29
13293,9,Seat,2023-11-07,10,444.48,2
13294,10,Seat,2023-02-10,14,247.7,6
13295,6,Strategy,2023-06-11,31,245.22,10
13296,6,Story,2023-07-29,40,191.75,20
13297,7,Available,2023-11-02,15,271.31,30
13298,3,Story,2023-12-29,20,323.28,5
13299,1,Clear,2023-04-11,44,38.46,1
13300,7,Agree,2023-07-19,30,140.11,12
13301,6,Maybe,2023-12-22,48,360.36,20
13302,10,Available,2023-09-03,18,281.86,18
13303,9,Skin,2023-07-08,29,474.75,5
13304,7,Clear,2023-08-06,1,310.82,9
13305,2,Available,2023-12-29,5,47.09,24
13306,6,Choose,2023-07-24,47,139.85,21
13307,8,Dinner,2023-07-04,29,203.6,18
13308,9,Agree,2023-09-18,25,468.51,3
13309,5,Maybe,2023-01-02,43,74.39,19
13310,9,Clear,2023-02-21,29,499.03,13
13311,8,Dinner,2023-04-26,3,236.47,26
13312,4,Strategy,2023-03-14,17,26.92,20
13313,5,Available,2023-06-06,5,385.89,24
13314,2,Story,2023-07-09,29,453.21,22
13315,6,Maybe,2023-10-06,1,161.21,3
13316,2,Available,2023-11-18,8,136.64,1
13317,10,Story,2023-06-03,17,74.82,16
13318,9,Story,2023-02-17,25,279.27,7
13319,4,Strategy,2023-08-02,42,136.57,24
13320,5,Agree,2023-07-07,48,91.26,25
13321,9,Available,2023-01-25,19,458.02,1
13322,2,Clear,2023-12-03,16,330.13,5
13323,10,Strategy,2023-01-11,38,467.47,7
13324,5,Dinner,2023-11-04,1,474.15,1
13325,6,Agree,2023-08-21,13,210.63,4
13326,1,Clear,2023-07-01,46,184.81,23
13327,5,Choose,2023-03-19,12,489.58,6
13328,4,Choose,2023-03-29,42,139.86,19
13329,7,Choose,2023-07-26,21,208.36,27
13330,2,Maybe,2023-04-22,17,439.02,4
13331,7,Agree,2023-01-31,46,28.06,10
13332,6,Skin,2023-07-27,35,150.61,29
13333,8,Available,2023-03-09,3,103.38,9
13334,6,Strategy,2023-05-12,30,321.75,13
13335,3,Maybe,2023-05-15,28,153.38,27
13336,10,Choose,2023-09-15,34,21.9,2
13337,4,Agree,2023-04-06,48,423.73,10
13338,7,Story,2023-03-29,2,73.9,22
13339,6,Agree,2023-12-13,16,451.85,26
13340,1,Agree,2023-05-04,41,149.68,27
13341,7,Clear,2023-08-14,7,332.83,23
13342,7,Seat,2023-03-10,35,63.13,3
13343,5,Story,2023-01-13,10,99.09,24
13344,10,Choose,2023-08-09,11,352.14,1
13345,10,Story,2023-12-30,16,24.89,6
13346,3,Seat,2023-08-09,41,122.18,23
13347,10,Seat,2023-02-11,24,419.29,7
13348,4,Maybe,2023-06-20,16,328.41,30
13349,4,Choose,2023-03-24,47,61.54,18
13350,10,Available,2023-02-28,30,403.44,10
13351,2,Seat,2023-01-06,35,213.95,28
13352,5,Skin,2023-01-28,42,393.3,24
13353,4,Skin,2023-07-27,16,454.89,12
13354,9,Story,2023-12-05,45,424.99,14
13355,3,Choose,2023-06-23,3,439.87,1
13356,1,Agree,2023-12-08,11,445.8,28
13357,6,Seat,2023-05-08,37,295.74,18
13358,6,Maybe,2023-07-05,31,257.27,2
13359,8,Skin,2023-12-07,46,363.73,12
13360,7,Maybe,2023-04-15,30,22.19,13
13361,4,Clear,2023-07-16,9,423.25,5
13362,7,Dinner,2023-03-28,4,298.84,10
13363,3,Choose,2023-03-07,1,191.53,11
13364,7,Seat,2023-04-23,10,204.01,1
13365,2,Dinner,2023-01-23,1,213.71,17
13366,1,Choose,2023-06-19,2,224.71,4
13367,1,Agree,2023-01-14,42,94.41,16
13368,6,Skin,2023-07-24,29,117.88,23
13369,6,Seat,2023-11-05,47,310.63,10
13370,10,Dinner,2023-12-19,10,134.12,13
13371,8,Clear,2023-01-07,8,370.86,17
13372,7,Clear,2023-10-06,24,73.61,21
13373,4,Choose,2023-04-29,24,232.02,2
13374,10,Dinner,2023-10-30,2,13.23,1
13375,4,Story,2023-02-18,31,298.35,22
13376,1,Clear,2023-07-13,42,192.33,24
13377,5,Strategy,2023-02-14,42,180.08,30
13378,2,Story,2023-03-06,24,261.13,18
13379,3,Strategy,2023-07-09,8,328.6,24
13380,3,Seat,2023-10-19,45,222.74,13
13381,10,Story,2023-05-11,39,362.66,3
13382,8,Choose,2023-02-11,40,94.86,21
13383,3,Choose,2023-12-24,16,112.79,1
13384,6,Strategy,2023-05-14,44,42.28,7
13385,8,Choose,2023-11-23,22,173.04,26
13386,1,Strategy,2023-06-29,44,201.55,18
13387,10,Seat,2023-03-14,45,439.65,15
13388,2,Maybe,2023-06-01,45,87.91,8
13389,4,Dinner,2023-11-01,9,227.74,29
13390,3,Story,2023-02-19,6,368.12,2
13391,3,Story,2023-08-20,31,364.94,3
13392,6,Clear,2023-10-04,45,285.86,10
13393,10,Seat,2023-12-19,34,407.82,3
13394,9,Skin,2023-02-13,39,407.38,26
13395,9,Agree,2023-02-25,40,125.44,1
13396,5,Story,2023-02-02,26,146.68,12
13397,7,Strategy,2023-07-26,32,67.51,19
13398,6,Dinner,2023-11-01,9,438.93,21
13399,2,Available,2023-05-01,3,138.87,7
13400,4,Strategy,2023-04-25,1,128.86,18
13401,6,Seat,2023-10-02,24,303.37,15
13402,4,Story,2023-12-03,13,458.17,18
13403,10,Clear,2023-11-22,17,478.94,19
13404,1,Available,2023-11-28,13,323.25,25
13405,6,Strategy,2023-09-05,36,192.55,9
13406,1,Choose,2023-01-24,11,411.38,5
13407,2,Story,2023-05-04,25,179.72,17
13408,9,Seat,2023-08-13,7,267.58,6
13409,8,Story,2023-12-15,50,86.53,25
13410,9,Agree,2023-07-13,19,346.15,2
13411,5,Available,2023-01-23,4,228.11,2
13412,9,Story,2023-02-28,3,281.76,10
13413,9,Choose,2023-04-27,32,199.3,5
13414,7,Choose,2023-11-24,19,415.27,19
13415,9,Agree,2023-03-22,37,19.23,7
13416,5,Story,2023-05-02,29,118.12,21
13417,4,Seat,2023-08-26,41,160.19,22
13418,8,Agree,2023-03-10,17,179.99,1
13419,8,Dinner,2023-08-11,28,490.64,8
13420,7,Agree,2023-02-17,28,193.2,15
13421,2,Dinner,2023-07-26,20,156.39,6
13422,4,Agree,2023-08-15,15,86.8,16
13423,1,Dinner,2023-04-25,41,259.87,13
13424,7,Story,2023-10-19,1,193.0,20
13425,7,Seat,2023-07-30,42,69.33,29
13426,3,Clear,2023-02-01,16,125.16,17
13427,9,Maybe,2023-05-05,6,54.0,1
13428,7,Dinner,2023-06-18,24,111.94,24
13429,6,Maybe,2023-03-18,9,257.9,10
13430,8,Dinner,2023-03-07,37,241.59,16
13431,9,Agree,2023-08-04,8,160.02,25
13432,1,Skin,2023-01-14,26,91.95,26
13433,3,Dinner,2023-06-16,38,169.84,5
13434,5,Story,2023-09-12,22,103.88,28
13435,10,Seat,2023-07-10,42,77.84,7
13436,5,Maybe,2023-03-12,41,348.57,26
13437,3,Skin,2023-10-09,35,331.59,12
13438,1,Story,2023-10-08,38,272.58,5
13439,2,Clear,2023-09-11,6,236.81,3
13440,10,Strategy,2023-08-13,40,385.4,9
13441,1,Dinner,2023-06-09,9,263.25,30
13442,5,Seat,2023-01-09,6,46.22,20
13443,6,Choose,2023-05-28,17,12.91,26
13444,7,Choose,2023-04-16,39,120.27,4
13445,7,Available,2023-09-29,8,147.53,23
13446,5,Maybe,2023-05-23,26,359.18,8
13447,10,Agree,2023-11-06,17,470.73,29
13448,3,Story,2023-11-27,30,386.88,23
13449,4,Clear,2023-08-02,31,322.07,29
13450,2,Agree,2023-08-15,31,292.2,21
13451,2,Available,2023-06-26,8,140.04,7
13452,8,Available,2023-10-18,50,195.12,23
13453,10,Story,2023-10-05,24,425.06,13
13454,3,Agree,2023-02-08,33,4.57,16
13455,7,Clear,2023-01-25,40,91.59,27
13456,9,Strategy,2023-02-15,36,354.51,30
13457,3,Story,2023-08-29,32,43.37,4
13458,2,Skin,2023-03-24,32,190.88,1
13459,9,Choose,2023-02-03,33,486.77,13
13460,3,Story,2023-05-25,45,339.99,2
13461,8,Story,2023-05-14,24,320.96,11
13462,1,Story,2023-03-22,19,335.6,22
13463,4,Choose,2023-09-28,7,330.01,15
13464,1,Strategy,2023-07-07,15,278.0,22
13465,3,Choose,2023-06-26,48,498.36,10
13466,10,Skin,2023-05-29,41,41.72,1
13467,5,Skin,2023-09-15,8,415.09,23
13468,1,Skin,2023-07-15,34,176.42,23
13469,1,Available,2023-04-02,37,165.96,2
13470,10,Choose,2023-02-23,16,174.75,9
13471,8,Available,2023-08-26,9,436.13,4
13472,7,Clear,2023-06-23,42,404.77,24
13473,10,Agree,2023-08-03,48,202.73,16
13474,2,Maybe,2023-01-15,24,5.06,20
13475,3,Choose,2023-03-14,13,379.41,19
13476,5,Available,2023-10-29,7,390.64,20
13477,8,Strategy,2023-10-29,40,62.72,6
13478,3,Skin,2023-09-25,13,435.55,6
13479,7,Maybe,2023-04-21,22,42.77,9
13480,6,Available,2023-08-22,3,62.48,29
13481,9,Available,2023-07-18,20,199.61,19
13482,3,Available,2023-11-06,13,391.02,25
13483,2,Agree,2023-10-15,43,315.69,3
13484,8,Maybe,2023-07-07,8,481.3,3
13485,8,Maybe,2023-10-18,44,495.03,9
13486,2,Skin,2023-07-27,14,454.5,17
13487,8,Available,2023-11-16,45,192.5,24
13488,3,Strategy,2023-05-19,44,421.4,18
13489,1,Choose,2023-09-11,27,79.88,3
13490,5,Agree,2023-02-15,24,49.83,14
13491,6,Available,2023-03-23,47,486.74,20
13492,2,Choose,2023-05-28,30,376.16,11
13493,2,Dinner,2023-04-29,31,364.2,14
13494,9,Story,2023-11-16,29,159.58,17
13495,4,Seat,2023-07-14,32,18.46,4
13496,9,Clear,2023-09-26,40,309.37,12
13497,9,Clear,2023-07-28,18,407.33,28
13498,4,Clear,2023-05-22,16,365.44,19
13499,10,Agree,2023-08-16,35,62.12,10
13500,7,Skin,2023-03-16,19,233.51,28
13501,4,Strategy,2023-06-20,23,74.73,20
13502,4,Clear,2023-09-19,26,416.55,3
13503,3,Story,2023-12-10,42,122.84,4
13504,7,Available,2023-12-09,33,175.21,7
13505,3,Dinner,2023-07-12,5,427.9,3
13506,10,Agree,2023-02-03,29,152.63,5
13507,6,Story,2023-09-22,5,479.25,18
13508,10,Dinner,2023-09-16,41,191.18,2
13509,5,Skin,2023-04-27,8,316.3,3
13510,6,Agree,2023-06-16,45,68.07,19
13511,8,Seat,2023-10-04,10,163.14,12
13512,7,Clear,2023-06-08,28,340.28,2
13513,5,Skin,2023-08-25,47,481.31,24
13514,5,Seat,2023-10-16,23,46.16,24
13515,5,Available,2023-05-17,31,412.67,21
13516,7,Strategy,2023-12-21,1,157.11,18
13517,5,Agree,2023-12-17,7,71.93,19
13518,3,Choose,2023-07-22,46,305.81,28
13519,3,Story,2023-08-25,36,71.53,25
13520,6,Skin,2023-11-07,21,346.75,22
13521,6,Story,2023-04-03,8,299.3,23
13522,2,Skin,2023-10-20,28,50.87,2
13523,4,Skin,2023-09-30,20,305.48,12
13524,9,Skin,2023-08-30,17,152.95,2
13525,10,Clear,2023-08-19,44,487.5,17
13526,10,Skin,2023-12-10,23,153.18,5
13527,6,Agree,2023-04-10,49,133.68,24
13528,8,Available,2023-11-26,27,386.05,14
13529,7,Available,2023-12-02,23,183.2,21
13530,5,Story,2023-02-11,43,147.61,14
13531,7,Available,2023-08-09,39,57.92,13
13532,9,Agree,2023-12-19,16,98.72,25
13533,5,Skin,2023-11-18,10,350.4,9
13534,2,Strategy,2023-06-20,33,351.1,7
13535,8,Agree,2023-05-19,41,82.54,1
13536,3,Clear,2023-08-21,47,122.66,8
13537,3,Choose,2023-12-30,44,213.56,4
13538,3,Strategy,2023-02-08,19,249.65,17
13539,7,Story,2023-12-02,12,162.48,25
13540,7,Seat,2023-03-09,11,59.07,6
13541,1,Clear,2023-01-17,39,270.31,27
13542,1,Clear,2023-12-28,32,431.76,5
13543,1,Maybe,2023-10-04,17,347.97,25
13544,10,Agree,2023-06-03,46,54.55,24
13545,1,Agree,2023-11-08,27,495.47,13
13546,2,Maybe,2023-09-11,7,290.63,16
13547,9,Seat,2023-11-29,50,90.29,12
13548,5,Clear,2023-08-18,18,58.18,27
13549,4,Story,2023-11-13,23,416.22,28
13550,3,Strategy,2023-07-09,8,273.26,5
13551,10,Clear,2023-01-29,41,205.14,10
13552,8,Clear,2023-11-28,7,489.59,17
13553,10,Dinner,2023-04-15,45,358.29,18
13554,8,Available,2023-08-23,5,151.13,14
13555,3,Agree,2023-08-02,30,224.81,28
13556,5,Strategy,2023-07-02,27,289.56,26
13557,3,Maybe,2023-06-07,36,298.95,22
13558,2,Agree,2023-11-10,27,16.63,19
13559,4,Clear,2023-09-29,33,284.95,18
13560,4,Agree,2023-01-01,15,184.28,25
13561,7,Strategy,2023-02-09,35,86.44,23
13562,7,Available,2023-01-02,3,174.61,28
13563,8,Agree,2023-01-04,42,233.92,26
13564,7,Dinner,2023-03-30,49,104.54,6
13565,2,Strategy,2023-01-10,39,257.31,9
13566,2,Available,2023-03-06,47,209.72,27
13567,5,Clear,2023-11-05,23,157.23,7
13568,1,Clear,2023-12-11,38,53.37,30
13569,8,Strategy,2023-08-24,27,64.75,6
13570,9,Strategy,2023-10-29,31,27.73,20
13571,2,Clear,2023-02-02,27,464.42,16
13572,7,Available,2023-12-18,22,1.11,25
13573,8,Story,2023-01-09,47,379.12,22
13574,9,Agree,2023-09-10,19,227.09,25
13575,9,Dinner,2023-11-05,16,468.0,11
13576,8,Story,2023-01-16,32,316.65,17
13577,5,Skin,2023-08-27,39,499.03,30
13578,8,Clear,2023-02-16,18,439.69,28
13579,7,Seat,2023-06-25,35,70.41,28
13580,8,Available,2023-07-10,50,53.53,8
13581,2,Choose,2023-09-21,25,56.92,29
13582,4,Choose,2023-08-06,18,325.1,30
13583,2,Seat,2023-07-01,30,147.23,28
13584,1,Choose,2023-02-07,41,383.97,4
13585,7,Seat,2023-03-31,8,181.33,18
13586,7,Skin,2023-04-11,10,255.54,16
13587,1,Maybe,2023-06-05,31,383.05,9
13588,3,Maybe,2023-11-11,44,346.22,24
13589,1,Strategy,2023-10-18,48,442.74,26
13590,4,Maybe,2023-05-04,33,83.48,26
13591,5,Seat,2023-05-26,44,463.55,19
13592,2,Strategy,2023-05-10,27,29.41,25
13593,1,Choose,2023-10-25,32,127.75,28
13594,7,Clear,2023-10-24,23,310.86,11
13595,2,Available,2023-07-17,12,245.47,10
13596,1,Choose,2023-08-10,41,268.86,23
13597,6,Seat,2023-09-11,9,331.93,2
13598,10,Maybe,2023-05-01,17,484.02,18
13599,1,Skin,2023-04-15,29,210.27,12
13600,1,Strategy,2023-02-02,50,345.5,15
13601,2,Choose,2023-09-12,42,432.26,2
13602,5,Story,2023-11-03,7,488.53,25
13603,10,Seat,2023-09-15,37,134.62,8
13604,9,Strategy,2023-09-05,11,322.12,19
13605,9,Skin,2023-06-16,6,309.48,24
13606,1,Skin,2023-07-19,46,487.99,14
13607,3,Strategy,2023-01-30,47,495.09,21
13608,8,Skin,2023-08-17,40,86.04,14
13609,4,Maybe,2023-09-05,38,28.3,6
13610,1,Skin,2023-02-10,9,252.79,2
13611,5,Seat,2023-05-21,20,147.42,24
13612,6,Clear,2023-09-01,4,247.14,30
13613,7,Agree,2023-10-01,5,386.12,1
13614,7,Seat,2023-04-20,42,433.7,17
13615,10,Story,2023-08-05,9,222.95,19
13616,6,Agree,2023-10-30,9,162.89,8
13617,8,Dinner,2023-05-30,47,463.13,20
13618,10,Dinner,2023-11-22,50,36.22,15
13619,9,Story,2023-12-05,5,341.0,10
13620,5,Story,2023-05-18,49,43.9,24
13621,7,Skin,2023-07-09,46,177.67,14
13622,5,Strategy,2023-05-06,3,459.46,1
13623,6,Seat,2023-05-17,29,8.4,15
13624,7,Story,2023-11-29,30,9.84,29
13625,4,Available,2023-08-06,21,228.57,21
13626,9,Skin,2023-02-08,41,160.0,28
13627,9,Agree,2023-07-10,3,79.57,27
13628,4,Agree,2023-02-05,27,196.43,20
13629,2,Seat,2023-01-05,49,383.59,28
13630,6,Clear,2023-09-30,25,472.3,3
13631,9,Seat,2023-07-02,21,36.03,21
13632,10,Story,2023-06-03,16,117.44,29
13633,1,Agree,2023-08-25,49,242.46,2
13634,2,Dinner,2023-01-06,18,297.78,20
13635,6,Dinner,2023-05-24,48,181.94,13
13636,4,Skin,2023-02-13,21,303.06,3
13637,6,Strategy,2023-05-24,44,331.97,26
13638,3,Agree,2023-11-12,2,30.71,3
13639,8,Maybe,2023-07-07,35,77.94,21
13640,7,Strategy,2023-04-06,4,298.1,4
13641,8,Maybe,2023-01-20,12,90.02,3
13642,4,Available,2023-06-25,4,52.95,29
13643,1,Maybe,2023-08-10,27,419.6,9
13644,9,Story,2023-10-02,36,181.52,3
13645,9,Maybe,2023-03-22,23,446.31,18
13646,2,Seat,2023-06-10,49,429.04,28
13647,3,Seat,2023-02-12,2,312.29,1
13648,7,Agree,2023-07-05,18,236.57,1
13649,4,Seat,2023-08-16,3,302.85,3
13650,3,Story,2023-03-08,24,196.47,27
13651,9,Skin,2023-04-09,9,164.79,2
13652,10,Story,2023-09-22,13,133.77,15
13653,10,Available,2023-07-18,25,108.42,3
13654,3,Clear,2023-09-19,37,482.85,17
13655,2,Clear,2023-09-09,39,413.93,24
13656,9,Clear,2023-04-21,32,74.77,18
13657,2,Agree,2023-06-24,47,233.22,15
13658,7,Available,2023-07-09,10,124.8,16
13659,10,Clear,2023-09-05,4,92.92,8
13660,4,Story,2023-01-19,31,360.36,27
13661,6,Seat,2023-09-21,8,8.53,10
13662,4,Skin,2023-08-01,43,39.55,3
13663,8,Maybe,2023-10-11,6,36.67,5
13664,10,Dinner,2023-05-26,31,86.81,2
13665,2,Strategy,2023-10-18,38,14.68,29
13666,7,Story,2023-10-08,6,375.36,12
13667,6,Strategy,2023-03-06,47,268.57,6
13668,8,Seat,2023-07-20,2,17.05,26
13669,10,Skin,2023-08-08,26,26.73,23
13670,5,Clear,2023-12-07,41,160.59,25
13671,7,Skin,2023-01-03,14,376.61,6
13672,6,Choose,2023-10-14,12,71.19,22
13673,10,Skin,2023-12-19,45,88.59,3
13674,8,Available,2023-10-19,16,498.22,23
13675,2,Strategy,2023-07-15,39,207.5,11
13676,6,Maybe,2023-08-21,40,251.62,16
13677,3,Dinner,2023-03-09,50,10.5,7
13678,10,Choose,2023-06-27,45,442.14,11
13679,3,Story,2023-03-02,40,310.08,3
13680,10,Seat,2023-01-30,45,402.72,11
13681,7,Maybe,2023-06-05,32,200.94,9
13682,5,Maybe,2023-03-01,30,292.21,5
13683,1,Story,2023-01-15,9,313.34,4
13684,5,Story,2023-11-17,15,75.58,23
13685,10,Story,2023-08-12,4,75.65,3
13686,7,Available,2023-07-08,33,157.0,28
13687,7,Maybe,2023-07-27,5,74.08,2
13688,2,Clear,2023-03-09,29,402.65,7
13689,2,Skin,2023-10-28,13,14.96,9
13690,10,Available,2023-06-23,17,283.01,12
13691,6,Available,2023-01-21,44,480.42,13
13692,9,Story,2023-01-30,15,473.3,22
13693,1,Skin,2023-06-08,7,339.1,24
13694,7,Clear,2023-12-16,6,237.45,18
13695,2,Dinner,2023-06-02,8,97.51,16
13696,2,Maybe,2023-07-01,8,128.09,27
13697,4,Choose,2023-08-24,15,456.04,10
13698,9,Skin,2023-05-25,22,299.48,19
13699,10,Dinner,2023-12-21,11,457.17,2
13700,8,Dinner,2023-09-12,28,234.22,16
13701,2,Maybe,2023-07-15,21,337.45,4
13702,8,Dinner,2023-04-21,4,131.1,2
13703,6,Strategy,2023-02-02,17,115.58,25
13704,6,Seat,2023-12-21,22,332.03,9
13705,6,Maybe,2023-03-12,48,256.1,11
13706,8,Available,2023-03-07,45,254.52,23
13707,4,Story,2023-02-02,9,114.01,29
13708,9,Available,2023-10-25,20,469.74,19
13709,2,Clear,2023-10-15,14,208.52,21
13710,4,Choose,2023-06-11,42,351.62,29
13711,10,Strategy,2023-06-27,17,370.94,17
13712,5,Seat,2023-06-23,23,232.82,26
13713,5,Available,2023-10-29,22,462.15,30
13714,4,Dinner,2023-06-17,8,84.7,4
13715,8,Dinner,2023-01-01,19,263.62,14
13716,8,Agree,2023-12-04,6,337.41,26
13717,9,Story,2023-10-18,19,296.93,14
13718,10,Clear,2023-09-10,15,444.03,30
13719,7,Maybe,2023-06-07,26,233.04,13
13720,10,Choose,2023-07-07,40,142.48,9
13721,7,Skin,2023-08-22,11,381.65,23
13722,10,Agree,2023-08-19,47,475.95,2
13723,3,Story,2023-10-22,5,352.68,14
13724,5,Available,2023-06-12,6,360.75,25
13725,4,Available,2023-11-02,29,472.57,19
13726,4,Story,2023-12-05,3,107.05,29
13727,2,Maybe,2023-06-03,9,117.5,1
13728,1,Story,2023-10-31,41,229.26,26
13729,10,Choose,2023-10-08,10,264.63,27
13730,10,Strategy,2023-11-25,4,463.14,29
13731,5,Story,2023-12-25,47,490.88,25
13732,9,Choose,2023-07-18,21,159.11,11
13733,10,Available,2023-03-11,41,259.39,3
13734,9,Agree,2023-02-28,2,36.8,28
13735,4,Story,2023-11-30,17,144.24,17
13736,3,Dinner,2023-04-17,43,81.15,15
13737,9,Story,2023-11-23,18,480.02,7
13738,1,Story,2023-07-26,10,498.74,12
13739,9,Strategy,2023-04-20,18,31.35,22
13740,7,Strategy,2023-02-26,11,142.74,21
13741,7,Dinner,2023-04-19,22,140.61,13
13742,2,Choose,2023-11-25,35,29.37,20
13743,8,Agree,2023-10-22,47,49.56,14
13744,2,Maybe,2023-08-23,48,464.28,21
13745,8,Dinner,2023-02-16,44,9.59,2
13746,5,Dinner,2023-07-12,20,133.77,20
13747,5,Available,2023-04-25,6,471.3,14
13748,8,Story,2023-04-03,2,368.13,16
13749,7,Choose,2023-06-03,46,444.1,15
13750,7,Seat,2023-02-20,25,257.18,29
13751,4,Dinner,2023-05-01,21,442.94,13
13752,5,Choose,2023-12-06,1,121.53,23
13753,3,Dinner,2023-10-05,21,455.72,14
13754,5,Clear,2023-09-10,31,498.26,2
13755,5,Clear,2023-05-22,2,249.17,8
13756,5,Strategy,2023-12-25,20,426.27,7
13757,7,Strategy,2023-12-26,15,277.79,4
13758,9,Seat,2023-10-12,48,284.64,22
13759,3,Skin,2023-03-22,18,154.87,19
13760,7,Story,2023-05-08,31,72.47,20
13761,3,Available,2023-03-22,44,48.28,5
13762,6,Seat,2023-12-20,23,243.17,16
13763,9,Agree,2023-06-11,44,155.24,1
13764,8,Story,2023-04-11,7,115.08,29
13765,8,Choose,2023-09-24,11,137.11,5
13766,4,Seat,2023-01-08,11,464.01,12
13767,6,Available,2023-04-27,27,164.45,30
13768,9,Strategy,2023-03-30,6,116.4,13
13769,5,Dinner,2023-09-04,31,169.14,22
