transaction_id,item_id,transaction_date,quantity,price,customer_id,item_name
23316,8,2023-04-06,48,330.12,22,Item_H
23317,6,2023-12-22,1,35.68,21,Item_F
23318,9,2023-07-09,17,304.34,29,Item_I
23319,8,2023-04-22,45,39.8,22,Item_H
23320,6,2023-12-31,34,144.35,23,Item_F
23321,9,2023-12-16,17,52.12,8,Item_I
23322,1,2023-12-16,21,459.74,7,Item_A
23323,5,2023-01-09,7,467.46,3,Item_E
23324,10,2023-06-27,22,297.81,9,Item_J
23325,2,2023-11-29,33,437.81,7,Item_B
23326,6,2023-05-08,17,271.88,25,Item_F
23327,10,2023-05-01,44,438.66,4,Item_J
23328,5,2023-10-04,34,499.93,10,Item_E
23329,6,2023-06-30,46,468.34,26,Item_F
23330,3,2023-08-20,13,478.4,27,Item_C
23331,1,2023-08-22,42,196.79,29,Item_A
23332,9,2023-07-25,47,383.72,30,Item_I
23333,5,2023-09-25,23,144.31,10,Item_E
23334,1,2023-12-27,26,307.41,23,Item_A
23335,7,2023-11-27,27,437.59,13,Item_G
23336,9,2023-01-30,12,168.14,5,Item_I
23337,2,2023-03-24,19,394.97,4,Item_B
23338,10,2023-09-24,22,149.15,27,Item_J
23339,2,2023-10-29,39,493.98,27,Item_B
23340,8,2023-09-03,23,415.82,16,Item_H
23341,4,2023-07-23,6,248.21,21,Item_D
23342,1,2023-06-10,42,426.15,30,Item_A
23343,5,2023-10-02,20,106.96,14,Item_E
23344,7,2023-03-29,17,409.91,29,Item_G
23345,7,2023-11-10,11,292.73,22,Item_G
23346,9,2023-03-25,39,474.15,11,Item_I
23347,8,2023-10-21,42,420.51,18,Item_H
23348,9,2023-06-14,26,421.92,2,Item_I
23349,4,2023-02-07,17,251.76,4,Item_D
23350,1,2023-09-15,33,466.42,26,Item_A
23351,10,2023-10-10,28,216.6,3,Item_J
23352,2,2023-08-06,23,362.56,10,Item_B
23353,2,2023-04-03,4,179.79,28,Item_B
23354,3,2023-04-28,48,221.18,17,Item_C
23355,7,2023-12-09,43,176.06,23,Item_G
23356,2,2023-12-05,8,333.06,14,Item_B
23357,10,2023-03-17,11,259.6,9,Item_J
23358,10,2023-01-17,49,474.74,6,Item_J
23359,2,2023-11-13,4,42.19,3,Item_B
23360,2,2023-05-18,40,5.76,1,Item_B
23361,7,2023-09-15,34,275.7,24,Item_G
23362,10,2023-09-09,40,369.86,23,Item_J
23363,7,2023-05-06,34,313.92,7,Item_G
23364,3,2023-06-07,31,220.11,26,Item_C
23365,1,2023-07-05,25,481.77,13,Item_A
23366,3,2023-12-14,39,66.71,9,Item_C
23367,7,2023-07-18,10,400.48,5,Item_G
23368,9,2023-08-15,17,303.19,7,Item_I
23369,5,2023-06-19,39,280.38,10,Item_E
23370,4,2023-08-09,30,417.13,12,Item_D
23371,2,2023-09-17,28,372.27,30,Item_B
23372,5,2023-08-21,20,76.98,20,Item_E
23373,8,2023-01-10,41,328.15,26,Item_H
23374,5,2023-06-03,8,235.56,4,Item_E
23375,10,2023-11-19,20,301.91,30,Item_J
23376,5,2023-04-12,7,483.56,2,Item_E
23377,2,2023-08-31,7,216.42,18,Item_B
23378,2,2023-07-30,18,358.07,21,Item_B
23379,5,2023-05-17,7,228.7,23,Item_E
23380,8,2023-06-28,33,320.72,11,Item_H
23381,2,2023-01-28,22,371.64,19,Item_B
23382,8,2023-01-26,43,450.47,22,Item_H
23383,7,2023-11-18,17,97.69,15,Item_G
23384,1,2023-08-08,31,470.77,19,Item_A
23385,2,2023-11-08,47,331.12,12,Item_B
23386,9,2023-11-18,17,430.44,23,Item_I
23387,1,2023-12-03,14,271.43,14,Item_A
23388,3,2023-05-28,15,464.02,8,Item_C
23389,10,2023-08-31,40,487.14,28,Item_J
23390,1,2023-06-10,23,63.39,28,Item_A
23391,7,2023-10-20,39,174.87,19,Item_G
23392,2,2023-06-04,13,347.67,10,Item_B
23393,1,2023-07-16,36,254.57,4,Item_A
23394,9,2023-11-25,15,355.92,26,Item_I
23395,5,2023-08-23,15,62.36,1,Item_E
23396,4,2023-10-21,9,179.66,15,Item_D
23397,6,2023-10-17,33,24.24,16,Item_F
23398,7,2023-10-11,32,202.96,19,Item_G
23399,3,2023-05-23,27,161.51,16,Item_C
23400,8,2023-09-23,5,138.11,8,Item_H
23401,2,2023-08-11,31,467.0,7,Item_B
23402,4,2023-04-15,26,142.99,23,Item_D
23403,4,2023-07-14,33,66.9,27,Item_D
23404,4,2023-09-11,22,170.62,14,Item_D
23405,6,2023-05-07,23,226.65,27,Item_F
23406,4,2023-11-08,32,413.67,14,Item_D
23407,4,2023-09-17,43,370.54,7,Item_D
23408,9,2023-04-14,34,468.34,15,Item_I
23409,8,2023-07-23,29,468.6,24,Item_H
23410,10,2023-09-01,35,348.24,19,Item_J
23411,3,2023-04-09,7,104.67,1,Item_C
23412,8,2023-06-03,49,78.24,30,Item_H
23413,5,2023-09-29,49,39.28,19,Item_E
23414,2,2023-06-03,19,179.71,17,Item_B
23415,10,2023-09-17,16,432.59,26,Item_J
23416,8,2023-08-01,44,290.67,6,Item_H
23417,3,2023-08-30,43,278.57,24,Item_C
23418,2,2023-04-08,43,171.88,1,Item_B
23419,9,2023-07-20,25,249.83,6,Item_I
23420,3,2023-07-10,38,381.9,27,Item_C
23421,2,2023-01-22,19,39.15,24,Item_B
23422,7,2023-05-11,3,395.71,9,Item_G
23423,9,2023-04-15,4,219.98,11,Item_I
23424,8,2023-06-13,13,260.56,7,Item_H
23425,10,2023-10-18,35,231.75,14,Item_J
23426,3,2023-08-27,9,320.97,13,Item_C
23427,3,2023-09-30,38,85.17,19,Item_C
23428,3,2023-11-04,27,190.5,27,Item_C
23429,1,2023-03-23,12,402.81,22,Item_A
23430,4,2023-02-09,32,466.77,6,Item_D
23431,5,2023-01-19,1,263.77,23,Item_E
23432,9,2023-09-23,48,400.81,28,Item_I
23433,5,2023-11-18,33,369.64,17,Item_E
23434,7,2023-03-17,40,379.61,2,Item_G
23435,6,2023-07-19,21,350.33,28,Item_F
23436,9,2023-09-23,7,462.73,20,Item_I
23437,10,2023-08-26,28,118.76,16,Item_J
23438,2,2023-06-09,24,321.52,29,Item_B
23439,2,2023-11-29,11,425.16,20,Item_B
23440,7,2023-12-03,25,79.71,27,Item_G
23441,10,2023-08-04,7,177.69,29,Item_J
23442,9,2023-08-17,49,156.97,5,Item_I
23443,6,2023-05-30,29,110.95,5,Item_F
23444,4,2023-03-16,19,222.07,23,Item_D
23445,6,2023-05-03,30,147.73,13,Item_F
23446,5,2023-01-08,35,216.06,18,Item_E
23447,6,2023-12-25,46,37.96,24,Item_F
23448,4,2023-10-06,24,204.64,9,Item_D
23449,3,2023-09-29,42,436.69,20,Item_C
23450,4,2023-09-14,44,15.17,1,Item_D
23451,7,2023-01-17,17,147.44,14,Item_G
23452,4,2023-09-02,34,462.52,10,Item_D
23453,6,2023-07-20,12,345.2,14,Item_F
23454,10,2023-06-23,2,404.45,17,Item_J
23455,6,2023-08-31,43,273.56,6,Item_F
23456,1,2023-08-25,44,429.81,21,Item_A
23457,10,2023-12-21,48,262.55,20,Item_J
23458,2,2023-08-05,29,6.04,4,Item_B
23459,5,2023-09-06,16,429.38,23,Item_E
23460,10,2023-11-12,35,218.28,15,Item_J
23461,8,2023-03-12,44,320.66,27,Item_H
23462,1,2023-12-24,48,132.57,8,Item_A
23463,3,2023-03-05,35,443.57,13,Item_C
23464,2,2023-02-20,6,245.11,16,Item_B
23465,2,2023-04-30,16,428.81,4,Item_B
23466,10,2023-07-19,39,155.23,19,Item_J
23467,8,2023-09-25,47,30.97,16,Item_H
23468,7,2023-08-19,9,339.25,8,Item_G
23469,5,2023-09-22,30,68.36,3,Item_E
23470,1,2023-03-10,31,404.17,11,Item_A
23471,5,2023-09-20,22,379.22,22,Item_E
23472,7,2023-03-25,29,23.78,10,Item_G
23473,6,2023-08-02,16,467.35,4,Item_F
23474,7,2023-01-27,5,452.0,18,Item_G
23475,7,2023-11-04,31,217.69,10,Item_G
23476,5,2023-02-13,2,249.5,4,Item_E
23477,2,2023-12-12,2,131.04,28,Item_B
23478,1,2023-10-25,38,464.18,3,Item_A
23479,7,2023-02-04,49,477.39,14,Item_G
23480,1,2023-11-17,25,346.19,16,Item_A
23481,4,2023-12-13,27,483.8,21,Item_D
23482,4,2023-10-21,38,435.14,10,Item_D
23483,2,2023-09-25,2,482.32,28,Item_B
23484,9,2023-05-08,14,465.56,1,Item_I
23485,10,2023-05-31,34,405.63,2,Item_J
23486,2,2023-06-25,43,384.66,28,Item_B
23487,8,2023-10-09,41,130.79,12,Item_H
23488,4,2023-12-22,43,393.37,27,Item_D
23489,5,2023-12-30,29,204.21,16,Item_E
23490,4,2023-11-19,34,317.51,3,Item_D
23491,2,2023-06-12,41,334.68,2,Item_B
23492,4,2023-02-08,44,86.72,13,Item_D
23493,6,2023-02-16,14,339.7,24,Item_F
23494,8,2023-12-10,16,332.94,25,Item_H
23495,1,2023-08-05,14,252.52,26,Item_A
23496,1,2023-03-16,16,113.25,15,Item_A
23497,6,2023-06-27,39,231.61,6,Item_F
23498,6,2023-11-12,31,85.41,22,Item_F
23499,8,2023-02-18,20,257.11,15,Item_H
23500,5,2023-09-30,2,122.57,6,Item_E
23501,2,2023-08-24,7,448.99,29,Item_B
23502,5,2023-09-27,17,242.1,8,Item_E
23503,9,2023-05-08,40,388.68,26,Item_I
23504,5,2023-09-13,40,254.42,24,Item_E
23505,3,2023-10-31,3,245.0,9,Item_C
23506,3,2023-10-27,13,361.47,22,Item_C
23507,8,2023-02-28,13,407.19,13,Item_H
23508,3,2023-03-15,45,67.55,19,Item_C
23509,1,2023-12-06,8,297.34,20,Item_A
23510,8,2023-10-23,9,111.9,18,Item_H
23511,8,2023-11-10,34,219.87,15,Item_H
23512,7,2023-08-15,30,59.58,19,Item_G
23513,5,2023-10-22,48,468.66,2,Item_E
23514,5,2023-09-26,17,7.26,15,Item_E
23515,4,2023-07-06,1,322.98,6,Item_D
23516,4,2023-08-02,31,451.46,21,Item_D
23517,7,2023-01-31,5,144.23,29,Item_G
23518,10,2023-02-20,42,202.79,27,Item_J
23519,3,2023-10-21,24,429.06,21,Item_C
23520,2,2023-04-22,11,209.59,21,Item_B
23521,7,2023-03-18,9,59.69,16,Item_G
23522,5,2023-03-17,10,343.42,25,Item_E
23523,6,2023-07-04,36,468.26,15,Item_F
23524,6,2023-09-24,29,20.42,1,Item_F
23525,3,2023-06-19,9,193.99,13,Item_C
23526,1,2023-12-28,39,113.94,3,Item_A
23527,9,2023-11-23,26,399.81,21,Item_I
23528,10,2023-04-20,17,115.52,10,Item_J
23529,6,2023-12-29,6,488.34,16,Item_F
23530,5,2023-01-03,20,293.02,22,Item_E
23531,5,2023-03-12,36,175.65,30,Item_E
23532,1,2023-12-10,10,369.32,27,Item_A
23533,2,2023-04-26,14,266.19,15,Item_B
23534,9,2023-08-01,33,250.2,14,Item_I
23535,2,2023-12-14,6,266.16,27,Item_B
23536,7,2023-11-26,37,375.32,13,Item_G
23537,2,2023-12-08,9,466.03,30,Item_B
23538,5,2023-05-08,33,359.29,21,Item_E
23539,10,2023-09-24,22,261.58,9,Item_J
23540,6,2023-01-16,9,380.63,24,Item_F
23541,8,2023-03-12,28,314.95,7,Item_H
23542,5,2023-06-04,11,182.54,19,Item_E
23543,10,2023-02-13,12,471.44,22,Item_J
23544,5,2023-01-08,27,63.12,4,Item_E
23545,3,2023-10-11,5,64.71,10,Item_C
23546,10,2023-10-10,6,268.89,4,Item_J
23547,2,2023-05-06,31,142.88,2,Item_B
23548,10,2023-12-27,47,425.59,5,Item_J
23549,8,2023-08-15,21,348.52,2,Item_H
23550,9,2023-09-17,37,332.29,1,Item_I
23551,8,2023-11-12,44,343.58,28,Item_H
23552,8,2023-05-27,2,69.26,27,Item_H
23553,9,2023-11-19,33,63.62,4,Item_I
23554,1,2023-08-17,40,176.03,26,Item_A
23555,1,2023-02-06,22,482.19,23,Item_A
23556,9,2023-11-22,33,349.76,20,Item_I
23557,10,2023-03-16,15,199.27,10,Item_J
23558,10,2023-10-22,23,408.16,23,Item_J
23559,10,2023-05-01,26,178.02,13,Item_J
23560,5,2023-01-06,37,40.11,3,Item_E
23561,3,2023-08-17,24,191.31,25,Item_C
23562,9,2023-05-19,44,421.08,2,Item_I
23563,9,2023-09-25,9,424.98,11,Item_I
23564,6,2023-01-14,36,431.66,9,Item_F
23565,4,2023-08-19,47,57.23,18,Item_D
23566,4,2023-08-16,18,284.07,5,Item_D
23567,1,2023-02-13,44,102.85,10,Item_A
23568,6,2023-10-24,3,461.19,14,Item_F
23569,4,2023-03-26,35,434.29,5,Item_D
23570,10,2023-05-20,12,298.5,19,Item_J
23571,4,2023-07-01,29,66.19,26,Item_D
23572,9,2023-11-26,29,19.34,26,Item_I
23573,8,2023-01-23,2,138.48,11,Item_H
23574,6,2023-01-28,32,104.11,25,Item_F
23575,1,2023-04-15,13,424.39,29,Item_A
23576,5,2023-01-08,35,103.77,14,Item_E
23577,8,2023-12-28,33,492.65,23,Item_H
23578,1,2023-08-26,17,143.88,8,Item_A
23579,8,2023-07-09,42,85.3,5,Item_H
23580,5,2023-11-08,21,478.41,22,Item_E
23581,4,2023-10-14,10,414.65,27,Item_D
23582,5,2023-06-22,30,265.12,27,Item_E
23583,7,2023-03-21,46,488.03,24,Item_G
23584,10,2023-02-13,45,429.66,2,Item_J
23585,8,2023-06-03,7,492.01,3,Item_H
23586,9,2023-05-23,24,107.21,16,Item_I
23587,8,2023-07-07,38,18.74,22,Item_H
23588,9,2023-05-30,22,174.78,12,Item_I
23589,2,2023-10-22,48,111.88,14,Item_B
23590,10,2023-08-27,2,459.57,12,Item_J
23591,2,2023-08-01,11,46.6,3,Item_B
23592,3,2023-08-27,36,485.06,1,Item_C
23593,10,2023-06-18,26,270.87,6,Item_J
23594,7,2023-02-17,12,53.17,26,Item_G
23595,1,2023-12-17,48,456.63,8,Item_A
23596,8,2023-11-25,16,54.85,8,Item_H
23597,4,2023-12-09,48,138.82,3,Item_D
23598,9,2023-08-30,32,83.26,2,Item_I
23599,3,2023-12-11,23,332.06,4,Item_C
23600,1,2023-10-22,1,440.8,1,Item_A
23601,5,2023-09-30,39,439.54,9,Item_E
23602,2,2023-07-02,40,201.86,19,Item_B
23603,9,2023-07-19,27,52.14,5,Item_I
23604,6,2023-04-05,40,208.55,21,Item_F
23605,8,2023-06-27,29,213.0,10,Item_H
23606,3,2023-05-12,3,123.19,1,Item_C
23607,7,2023-06-01,35,56.97,1,Item_G
23608,10,2023-05-11,33,248.51,2,Item_J
23609,2,2023-10-09,43,308.59,8,Item_B
23610,1,2023-08-02,27,479.18,27,Item_A
23611,6,2023-11-20,26,184.33,30,Item_F
23612,1,2023-08-27,5,268.07,15,Item_A
23613,6,2023-03-09,34,422.95,2,Item_F
23614,3,2023-12-08,33,377.5,18,Item_C
23615,10,2023-09-28,38,121.79,19,Item_J
23616,4,2023-05-08,18,105.22,13,Item_D
23617,2,2023-06-01,29,442.51,19,Item_B
23618,1,2023-03-29,9,377.11,4,Item_A
23619,1,2023-04-12,19,238.69,15,Item_A
23620,10,2023-12-22,7,497.17,2,Item_J
23621,4,2023-01-04,4,15.6,28,Item_D
23622,5,2023-09-15,46,202.07,3,Item_E
23623,5,2023-08-18,32,464.85,9,Item_E
23624,7,2023-02-01,21,112.28,18,Item_G
23625,5,2023-01-22,27,336.61,8,Item_E
23626,4,2023-12-07,17,356.06,18,Item_D
23627,8,2023-09-25,7,339.51,25,Item_H
23628,7,2023-06-19,45,465.71,29,Item_G
23629,6,2023-03-13,15,403.59,26,Item_F
23630,3,2023-12-06,7,178.91,29,Item_C
23631,7,2023-08-28,10,402.59,24,Item_G
23632,3,2023-10-12,14,240.83,20,Item_C
23633,3,2023-11-11,6,143.88,15,Item_C
23634,3,2023-02-22,39,63.37,29,Item_C
23635,10,2023-09-20,29,199.93,9,Item_J
23636,10,2023-08-12,2,484.72,22,Item_J
23637,10,2023-03-23,48,64.07,30,Item_J
23638,3,2023-02-24,31,420.26,26,Item_C
23639,4,2023-09-18,46,398.46,27,Item_D
23640,8,2023-05-24,1,348.21,17,Item_H
23641,6,2023-03-08,6,417.0,13,Item_F
23642,3,2023-05-03,18,86.3,28,Item_C
23643,4,2023-02-16,48,303.32,29,Item_D
23644,6,2023-03-22,44,206.44,30,Item_F
23645,8,2023-11-28,19,224.31,10,Item_H
23646,4,2023-06-23,30,203.36,23,Item_D
23647,4,2023-01-22,30,318.26,9,Item_D
23648,5,2023-03-12,43,20.96,23,Item_E
23649,9,2023-03-06,23,309.24,16,Item_I
23650,4,2023-10-04,44,90.35,16,Item_D
23651,6,2023-08-11,8,246.38,1,Item_F
23652,10,2023-12-01,2,111.02,7,Item_J
23653,8,2023-11-27,21,288.72,12,Item_H
23654,5,2023-11-09,7,4.94,4,Item_E
23655,3,2023-01-10,39,166.94,18,Item_C
23656,5,2023-05-20,40,371.52,25,Item_E
23657,1,2023-06-18,38,237.54,3,Item_A
23658,1,2023-09-10,12,282.72,15,Item_A
23659,4,2023-02-27,4,434.64,25,Item_D
23660,1,2023-02-23,14,185.19,29,Item_A
23661,8,2023-01-05,20,273.69,29,Item_H
23662,3,2023-01-24,40,296.02,18,Item_C
23663,5,2023-06-17,22,330.95,12,Item_E
23664,2,2023-12-19,47,59.63,9,Item_B
23665,7,2023-12-11,13,399.45,21,Item_G
23666,6,2023-12-26,37,164.0,16,Item_F
23667,7,2023-06-02,47,113.62,25,Item_G
23668,5,2023-04-26,6,155.14,17,Item_E
23669,5,2023-07-14,45,309.7,1,Item_E
23670,5,2023-05-12,31,463.87,8,Item_E
23671,8,2023-02-26,46,432.15,29,Item_H
23672,1,2023-06-12,41,300.62,14,Item_A
23673,2,2023-10-07,49,103.02,28,Item_B
23674,7,2023-08-29,16,344.97,20,Item_G
23675,7,2023-09-17,41,311.05,3,Item_G
23676,8,2023-12-19,6,219.51,17,Item_H
23677,10,2023-08-10,39,112.56,22,Item_J
23678,2,2023-08-10,37,257.64,7,Item_B
23679,10,2023-10-11,49,424.99,12,Item_J
23680,2,2023-02-02,39,325.04,8,Item_B
23681,2,2023-06-15,23,264.19,24,Item_B
23682,10,2023-04-13,26,93.41,1,Item_J
23683,9,2023-11-19,4,353.29,6,Item_I
23684,8,2023-01-19,26,339.19,30,Item_H
23685,10,2023-09-01,23,59.01,21,Item_J
23686,6,2023-05-24,11,414.12,11,Item_F
23687,8,2023-05-19,41,34.66,6,Item_H
23688,7,2023-06-03,19,460.61,18,Item_G
23689,5,2023-03-07,47,41.04,10,Item_E
23690,4,2023-09-09,45,186.85,15,Item_D
23691,6,2023-01-03,16,44.89,10,Item_F
23692,8,2023-04-20,2,407.95,2,Item_H
23693,3,2023-11-11,45,121.67,26,Item_C
23694,1,2023-12-04,27,356.77,27,Item_A
23695,10,2023-04-28,32,390.71,8,Item_J
23696,5,2023-08-24,41,239.34,14,Item_E
23697,2,2023-09-30,9,56.67,20,Item_B
23698,4,2023-10-16,48,320.29,23,Item_D
23699,4,2023-06-23,34,166.9,22,Item_D
23700,10,2023-11-01,18,408.9,30,Item_J
23701,2,2023-01-28,46,349.27,1,Item_B
23702,7,2023-11-18,9,296.78,13,Item_G
23703,7,2023-03-20,34,112.53,24,Item_G
23704,10,2023-07-07,19,399.58,6,Item_J
23705,7,2023-03-20,39,361.28,23,Item_G
23706,2,2023-08-14,5,21.89,18,Item_B
23707,3,2023-05-19,15,368.47,7,Item_C
23708,1,2023-11-03,41,292.26,18,Item_A
23709,4,2023-06-07,34,247.49,29,Item_D
23710,10,2023-05-18,14,343.67,24,Item_J
23711,2,2023-11-17,1,39.36,7,Item_B
23712,9,2023-09-06,36,294.41,12,Item_I
23713,1,2023-07-30,4,373.36,17,Item_A
23714,8,2023-01-27,2,474.18,16,Item_H
23715,2,2023-01-25,34,454.62,21,Item_B
23716,1,2023-03-03,29,17.43,26,Item_A
23717,5,2023-08-04,42,3.24,25,Item_E
23718,3,2023-12-31,28,149.78,29,Item_C
23719,10,2023-11-18,25,45.04,24,Item_J
23720,6,2023-12-03,29,368.19,24,Item_F
23721,1,2023-09-17,22,121.19,22,Item_A
23722,2,2023-05-20,17,313.23,4,Item_B
23723,10,2023-06-03,25,188.62,9,Item_J
23724,4,2023-06-25,17,445.14,3,Item_D
23725,8,2023-02-04,5,211.61,22,Item_H
23726,9,2023-04-19,4,16.56,10,Item_I
23727,1,2023-02-06,4,485.15,9,Item_A
23728,2,2023-09-12,11,17.11,18,Item_B
23729,6,2023-10-02,12,110.52,8,Item_F
23730,10,2023-09-20,49,79.73,19,Item_J
23731,2,2023-03-21,24,71.66,30,Item_B
23732,8,2023-05-11,33,15.48,16,Item_H
23733,2,2023-10-17,14,164.27,28,Item_B
23734,7,2023-12-17,47,416.96,13,Item_G
23735,8,2023-09-13,32,382.71,26,Item_H
23736,10,2023-01-11,49,4.44,24,Item_J
23737,2,2023-02-02,20,91.25,27,Item_B
23738,3,2023-04-04,3,472.54,14,Item_C
23739,7,2023-10-11,21,425.64,16,Item_G
23740,10,2023-04-16,31,369.89,25,Item_J
23741,5,2023-01-18,9,276.44,15,Item_E
23742,3,2023-02-27,17,119.67,5,Item_C
23743,1,2023-01-24,11,272.55,20,Item_A
23744,3,2023-08-30,31,286.04,4,Item_C
23745,8,2023-05-21,49,36.88,10,Item_H
23746,7,2023-11-04,9,123.87,26,Item_G
23747,5,2023-05-15,36,150.22,6,Item_E
23748,3,2023-11-06,39,399.55,23,Item_C
23749,8,2023-03-02,44,178.72,1,Item_H
23750,9,2023-12-06,30,288.59,7,Item_I
23751,6,2023-12-14,38,186.77,19,Item_F
23752,9,2023-05-27,14,19.26,27,Item_I
23753,6,2023-03-14,10,425.86,30,Item_F
23754,9,2023-06-02,15,494.47,16,Item_I
23755,6,2023-01-17,6,392.17,27,Item_F
23756,6,2023-12-01,29,144.84,26,Item_F
23757,8,2023-06-13,9,243.96,4,Item_H
23758,1,2023-09-06,4,383.36,5,Item_A
23759,7,2023-01-25,33,13.61,21,Item_G
23760,8,2023-08-20,42,494.56,17,Item_H
23761,2,2023-04-23,34,160.6,8,Item_B
23762,7,2023-08-22,23,28.4,28,Item_G
23763,9,2023-03-04,22,301.6,26,Item_I
23764,4,2023-05-09,9,101.49,2,Item_D
23765,3,2023-01-17,42,403.42,23,Item_C
23766,4,2023-10-27,41,27.79,29,Item_D
23767,10,2023-02-27,22,59.37,22,Item_J
23768,10,2023-05-23,45,346.84,27,Item_J
23769,5,2023-03-24,8,190.72,4,Item_E
23770,4,2023-02-16,20,322.24,6,Item_D
23771,2,2023-10-03,39,252.31,27,Item_B
23772,10,2023-07-28,2,126.17,11,Item_J
23773,2,2023-09-07,47,252.04,25,Item_B
23774,8,2023-12-12,49,393.25,27,Item_H
23775,7,2023-04-04,46,400.65,9,Item_G
23776,9,2023-11-18,24,221.06,24,Item_I
23777,1,2023-08-21,10,321.52,2,Item_A
23778,3,2023-11-16,16,154.93,19,Item_C
23779,1,2023-08-18,32,73.89,30,Item_A
23780,9,2023-05-03,31,480.04,17,Item_I
23781,9,2023-10-13,41,247.41,27,Item_I
23782,9,2023-11-21,40,46.07,9,Item_I
23783,2,2023-05-25,29,196.85,24,Item_B
23784,8,2023-01-05,39,37.19,11,Item_H
23785,6,2023-08-01,38,459.98,30,Item_F
23786,1,2023-03-16,20,74.22,25,Item_A
23787,2,2023-08-29,36,130.37,2,Item_B
23788,6,2023-08-11,43,322.98,22,Item_F
23789,10,2023-09-15,1,224.62,26,Item_J
23790,4,2023-07-29,35,14.58,16,Item_D
23791,6,2023-03-18,15,356.98,17,Item_F
23792,5,2023-11-12,15,113.24,4,Item_E
23793,3,2023-06-27,11,156.14,5,Item_C
23794,9,2023-04-20,35,437.47,13,Item_I
23795,5,2023-08-17,18,179.35,8,Item_E
23796,1,2023-11-04,47,70.25,9,Item_A
23797,3,2023-03-29,10,209.85,24,Item_C
23798,5,2023-08-27,25,232.13,17,Item_E
23799,5,2023-10-15,47,349.87,17,Item_E
23800,6,2023-06-22,46,212.64,15,Item_F
23801,3,2023-03-11,25,343.23,24,Item_C
23802,8,2023-10-14,21,168.19,2,Item_H
23803,9,2023-10-31,21,130.11,23,Item_I
23804,4,2023-07-28,43,255.46,7,Item_D
23805,9,2023-10-31,41,48.48,22,Item_I
23806,5,2023-11-18,13,189.53,7,Item_E
23807,6,2023-03-13,43,145.59,5,Item_F
23808,8,2023-05-02,20,484.36,29,Item_H
23809,3,2023-07-17,29,148.18,13,Item_C
23810,2,2023-03-26,10,467.05,14,Item_B
23811,5,2023-07-04,8,213.04,14,Item_E
23812,1,2023-03-23,20,498.38,21,Item_A
23813,2,2023-04-10,16,59.53,11,Item_B
23814,2,2023-05-28,29,259.82,4,Item_B
23815,8,2023-07-13,43,419.59,9,Item_H
23816,5,2023-11-01,47,451.1,29,Item_E
23817,10,2023-11-02,9,245.67,28,Item_J
23818,3,2023-06-25,25,21.51,12,Item_C
23819,8,2023-07-01,40,468.03,20,Item_H
23820,7,2023-03-06,31,449.97,2,Item_G
23821,2,2023-03-28,31,105.97,4,Item_B
23822,4,2023-06-06,24,427.84,15,Item_D
23823,10,2023-05-13,17,471.35,22,Item_J
23824,8,2023-03-09,27,437.2,13,Item_H
23825,4,2023-01-21,33,237.68,11,Item_D
23826,2,2023-02-26,44,378.29,14,Item_B
23827,8,2023-07-23,46,474.08,17,Item_H
23828,2,2023-02-17,32,213.6,28,Item_B
23829,1,2023-12-10,36,184.84,1,Item_A
23830,5,2023-04-14,24,247.77,22,Item_E
23831,4,2023-01-12,18,145.35,28,Item_D
23832,6,2023-09-21,6,20.95,8,Item_F
23833,10,2023-06-20,44,406.94,19,Item_J
23834,7,2023-04-08,13,266.66,16,Item_G
23835,5,2023-09-11,47,257.16,24,Item_E
23836,6,2023-03-27,11,201.71,20,Item_F
23837,2,2023-03-09,16,395.68,3,Item_B
23838,6,2023-11-05,20,89.63,14,Item_F
23839,4,2023-06-29,46,269.77,7,Item_D
23840,8,2023-09-17,42,254.44,5,Item_H
23841,7,2023-10-30,48,146.45,16,Item_G
23842,4,2023-11-09,15,452.19,25,Item_D
23843,2,2023-02-26,43,8.03,18,Item_B
23844,10,2023-05-21,8,60.8,11,Item_J
23845,9,2023-12-23,10,115.3,9,Item_I
23846,3,2023-04-27,8,387.07,16,Item_C
23847,10,2023-04-03,30,457.95,4,Item_J
23848,5,2023-08-24,22,406.92,10,Item_E
23849,7,2023-09-25,3,33.68,14,Item_G
23850,6,2023-10-30,44,169.14,28,Item_F
23851,9,2023-12-24,38,40.67,22,Item_I
23852,10,2023-03-10,15,312.27,16,Item_J
23853,5,2023-04-22,21,375.08,25,Item_E
23854,8,2023-02-07,42,9.51,8,Item_H
23855,10,2023-06-10,25,123.12,22,Item_J
23856,5,2023-05-17,46,331.84,14,Item_E
23857,5,2023-11-13,26,485.23,27,Item_E
23858,7,2023-12-04,12,152.37,5,Item_G
23859,6,2023-04-03,41,113.81,20,Item_F
23860,9,2023-09-20,39,396.8,11,Item_I
23861,4,2023-12-13,5,328.05,12,Item_D
23862,5,2023-09-14,38,247.19,9,Item_E
23863,8,2023-11-01,38,15.57,2,Item_H
23864,7,2023-10-28,17,470.01,12,Item_G
23865,8,2023-04-16,49,27.79,20,Item_H
23866,3,2023-06-04,32,303.32,28,Item_C
23867,6,2023-02-10,24,473.56,13,Item_F
23868,6,2023-08-17,13,40.6,10,Item_F
23869,9,2023-04-20,38,385.22,19,Item_I
23870,4,2023-12-12,18,99.11,3,Item_D
23871,7,2023-02-15,29,36.94,21,Item_G
23872,1,2023-06-12,25,109.23,23,Item_A
23873,10,2023-08-29,2,441.24,2,Item_J
